affiliation_id,affiliation_name,affiliation_country
1319824754,wested,United States
1319905951,swedish institute of space physics,Sweden
1320010244,uganda revenue authority,Uganda
1320133117,royal adelaide hospital,Australia
1320162603,crossbow technology,United States
1320277912,midcontinent independent system operator,United States
1320288732,plant food research,New Zealand
1320320070,food and drug administration,Thailand
1320321709,national rifle association,United States
1320351128,delta air lines,United States
1320402651,cnet,United States
1320404931,c u shah university,India
1320473756,royal melbourne hospital,Australia
1320481043,european union,Belgium
1320553840,amgen,United States
1320562572,union rescue mission,United States
1320670844,bbc research development,United Kingdom
1320684560,service employees international union,United States
1320688159,academy of arts in tirana,Albania
1320697193,canon inc,Japan
1320701149,chrysler group llc,United States
1320709730,hong kong environmental protection department,Hong Kong
1320721754,ontario ministry of natural resources,Canada
1320745970,food and agriculture organization,Italy
1320752870,congressional budget office,United States
1320758411,entrust,United Kingdom
1320769546,world wide fund for nature,Cameroon
1320898462,brill publishers,Netherlands
1320913470,egyptian ministry of agriculture and land reclamation,Egypt
1320976335,arbor networks,United States
1321014770,association for computing machinery,United States
1321217177,windber research institute,United States
1321249462,velammal college of engineering and technology,India
1321274317,department of space,India
1321296531,national institute of standards and technology,United States
1321305853,national bureau of economic research,United States
1321430492,gladstone institutes,United States
1321434546,european southern observatory,Germany
1321572752,mount sinai st luke s and mount sinai roosevelt,United States
1321583967,bouvet asa,Norway
1321649718,royal children s hospital,Australia
1321659569,european space operations centre,France
1321826891,ebay,United States
1321829580,international electrotechnical commission,Switzerland
1321937473,saintgits college of engineering,India
1322018327,new brunswick department of natural resources,Not Found
1322032638,mercury systems,United States
1322087612,alcatel lucent,France
1322124587,booz allen hamilton,United States
1322144052,united aircraft corporation,Russia
1322204314,international rescue committee,United States
1322227051,li ka shing faculty of medicine university of hong kong,Hong Kong
1322277299,memorial art gallery,United States
1322298273,industry canada,Canada
1322300227,audi,Germany
1322422313,korea polytechnic university,South Korea
1322437667,oregon research institute,United States
1322597698,royal netherlands academy of arts and sciences,Netherlands
1322669654,conexant,United States
1322731696,statistics netherlands,Netherlands
1322829787,sil international,United States
1322910049,federal highway administration,United States
1322918889,united states department of veterans affairs,United States
1322959166,bharathiyar college of engineering and technology,India
1323015784,drug enforcement administration,United States
1323035909,lutheran medical center,United States
1323065761,statistics finland,Finland
1323086038,atlantic general hospital,United States
1323093577,bml munjal university,India
1323121030,bialystok university of technology,Poland
1323199999,central intelligence agency,United States
1323224852,international relief and development inc,United States
1323236076,sage bionetworks,United States
1323252656,information technology university,Pakistan
1323276237,florida a m university florida state university college of engineering,United States
1323307895,armasuisse,Switzerland
1323404824,utc aerospace systems,United States
1323563964,emirates college of technology,United Arab Emirates
1323611508,international institute for sustainable development,Canada
1323638106,national agriculture and food research organization,Japan
1323834468,institute for energy research,United States
1323843004,sunnybrook health sciences centre,Canada
